time,u100,v100,u10n,u10,v10n,v10,fg10,i10fg
2018-01-01 00:00,3.52,-4.54,1.83,1.93,-2.22,-2.34,5.8,5.57
2018-01-01 01:00,4.02,-4.52,2.1,2.23,-2.08,-2.2,5.67,5.68
2018-01-01 02:00,3.93,-4.63,1.94,2.09,-2.06,-2.21,5.74,5.36
2018-01-01 03:00,4.05,-4.6,1.99,2.16,-1.97,-2.12,5.36,4.91
2018-01-01 04:00,4.05,-4.6,1.96,2.14,-1.92,-2.08,4.93,4.71
2018-01-01 05:00,3.88,-4.6,1.83,2.01,-1.92,-2.1,4.72,4.48
2018-01-01 06:00,3.73,-4.59,1.74,1.92,-1.91,-2.09,4.51,4.25
2018-01-01 07:00,3.47,-4.43,1.51,1.71,-1.72,-1.95,5.87,5.25
2018-01-01 08:00,3.4,-4.25,1.4,1.66,-1.52,-1.8,5.25,5.03
2018-01-01 09:00,3.4,-4.09,1.31,1.63,-1.37,-1.7,5.04,5
2018-01-01 10:00,3.07,-4.22,1.22,1.6,-1.33,-1.72,5.06,5.05
2018-01-01 11:00,2.95,-3.56,1.07,1.87,-1.01,-1.7,5.05,5.02
2018-01-01 12:00,3,-2.82,0.97,1.87,-0.6,-1.05,5.12,5.15
2018-01-01 13:00,3.78,-2.32,1.29,2.2,-0.44,-0.6,5.41,5.29
2018-01-01 14:00,3.95,-2.29,2.74,2.71,-1.31,-1.3,7.66,8.29
2018-01-01 15:00,3.8,-3.7,2.78,2.7,-2.56,-2.49,10.53,10.54
2018-01-01 16:00,3.63,-3.81,2.69,2.59,-2.73,-2.63,10.54,9.77
2018-01-01 17:00,4.17,-4.16,3.05,2.95,-2.96,-2.87,9.87,9.91
2018-01-01 18:00,4.79,-3.94,3.45,3.35,-2.79,-2.71,10.03,10.03
2018-01-01 19:00,5.23,-3.65,3.71,3.62,-2.54,-2.48,10.67,10.6
2018-01-01 20:00,5.73,-3.41,3.98,3.92,-2.33,-2.29,10.63,10.6
2018-01-01 21:00,6,-3.24,4,3.97,-2.12,-2.1,10.6,9.82
2018-01-01 22:00,4.43,-2.09,2.55,2.6,-1.14,-1.16,9.81,7.21
2018-01-01 23:00,4.31,-1.82,1.56,1.9,-0.58,-0.7,7.21,6.01
2018-01-02 00:00,5.48,-2.56,2.38,2.65,-0.99,-1.1,7.02,7.42
2018-01-02 01:00,6.65,-4.13,3.77,3.82,-2.25,-2.29,9.29,9.69
2018-01-02 02:00,6.93,-4.97,4.11,4.14,-2.84,-2.86,10.55,10.51
2018-01-02 03:00,6.63,-5.07,3.97,3.99,-2.91,-2.92,10.56,9.84
2018-01-02 04:00,6.25,-4.68,3.7,3.73,-2.6,-2.63,9.84,8.98
2018-01-02 05:00,5.94,-4.45,3.48,3.52,-2.39,-2.42,8.98,8.5
2018-01-02 06:00,5.74,-4.36,3.31,3.35,-2.29,-2.31,8.5,8.02
2018-01-02 07:00,5.75,-4.16,3.29,3.34,-2.08,-2.11,8.8,8.76
2018-01-02 08:00,5.82,-3.95,3.3,3.35,-1.93,-1.95,8.8,8.43
2018-01-02 09:00,5.88,-3.86,3.3,3.35,-1.88,-1.91,8.43,8.27
2018-01-02 10:00,4.84,-2.26,1.96,2.14,-0.49,-0.53,8.36,8.31
2018-01-02 11:00,5.56,-1.96,2.3,2.46,-0.25,-0.25,8.31,7.95
2018-01-02 12:00,5.99,-1.9,2.67,2.79,-0.25,-0.25,7.95,7.45
2018-01-02 13:00,5.83,-1.77,3.47,3.49,-0.68,-0.68,7.45,6.56
2018-01-02 14:00,5.76,-2.39,3.94,3.87,-1.46,-1.43,8.94,9.16
2018-01-02 15:00,5.11,-2.36,3.67,3.56,-1.57,-1.53,9.41,9.38
2018-01-02 16:00,4.59,-1.75,3.41,3.27,-1.22,-1.17,9.38,9.19
2018-01-02 17:00,4.42,-1.21,3.34,3.17,-0.84,-0.8,9.19,9.08
2018-01-02 18:00,4.35,-0.84,3.28,3.12,-0.57,-0.55,9.08,8.87
2018-01-02 19:00,4.29,-0.72,3.2,3.05,-0.49,-0.47,8.49,8.18
2018-01-02 20:00,4.31,-0.48,3.12,3.02,-0.31,-0.3,8.18,7.65
2018-01-02 21:00,4.28,-0.33,2.87,2.84,-0.17,-0.17,7.65,6.41
2018-01-02 22:00,2.61,0.5,0.68,1.27,0.26,0.51,6.41,3.56
2018-01-02 23:00,2.16,1.72,0.3,0.39,0.9,1.18,3.62,3
2018-01-03 00:00,2.52,3.06,0.49,0.58,1.54,1.76,3.11,3.12
2018-01-03 01:00,2.95,4.03,0.75,0.84,1.91,2.12,3.53,3.62
2018-01-03 02:00,3.25,4.72,1.02,1.1,2.11,2.3,3.93,3.86
2018-01-03 03:00,3.6,4.45,1.1,1.24,1.74,1.98,3.86,3.29
2018-01-03 04:00,3.67,3.46,0.93,1.33,1.1,1.63,3.29,2.41
2018-01-03 05:00,3.35,2.36,0.7,1.36,0.73,1.48,2.46,1.51
2018-01-03 06:00,3.03,1.34,0.55,1.28,0.37,0.81,1.65,1.31
2018-01-03 07:00,2.54,0.83,0.32,1.04,0.19,0.46,2.5,2.06
2018-01-03 08:00,1.67,0.76,0.01,-0.05,0.14,0.46,2.06,1.47
2018-01-03 09:00,1.2,0.85,-0.07,-0.27,0.15,0.47,1.55,1.38
2018-01-03 10:00,-0.14,-1.54,-0.26,-0.85,-0.29,-0.82,1.43,1.34
2018-01-03 11:00,-1.4,-0.79,-0.39,-1.21,-0.14,-0.42,2.07,2.24
2018-01-03 12:00,-2.6,0.16,-0.6,-1.5,-0.14,-0.33,2.88,3.03
2018-01-03 13:00,-3.35,1.25,-1.19,-1.41,0.08,0.09,3.39,3.09
2018-01-03 14:00,-2.75,1.68,-1.35,-1.22,0.53,0.48,3.86,3.99
2018-01-03 15:00,-1.69,1.31,-1.27,-1.15,0.97,0.88,4.69,4.91
2018-01-03 16:00,-1.35,1.88,-1.08,-0.99,1.45,1.32,5.53,5.67
2018-01-03 17:00,-1.16,1.63,-1.01,-0.9,1.26,1.13,6.1,6.2
2018-01-03 18:00,-1.06,1.81,-0.95,-0.86,1.4,1.27,6.64,6.65
2018-01-03 19:00,-1.3,2.66,-1.04,-0.97,2.04,1.92,5.9,6.08
2018-01-03 20:00,-1.01,3.32,-0.8,-0.78,2.4,2.32,6.54,6.14
2018-01-03 21:00,-1.51,2.08,-0.93,-1,0.93,0.99,6.14,2.3
2018-01-03 22:00,-1.97,0.13,-0.92,-1.24,-0.13,-0.18,3.21,3.34
2018-01-03 23:00,-4.45,0.61,-2.03,-2.19,-0.29,-0.31,3.83,3.91
2018-01-04 00:00,-4.32,0.77,-1.08,-1.95,0.53,0.84,4.24,3.85
2018-01-04 01:00,-3.21,-2.46,-0.71,-0.74,-1.82,-1.88,3.91,2.68
2018-01-04 02:00,-4.45,-0.78,-1.92,-2.01,-0.21,-0.21,3.05,3.15
2018-01-04 03:00,-4.06,-2.58,-1.77,-1.77,-1.72,-1.72,3.92,4.12
2018-01-04 04:00,-3.92,-3.16,-1.77,-1.77,-1.84,-1.83,4.69,4.77
2018-01-04 05:00,-2.38,-4.16,-0.58,-0.59,-2.38,-2.38,5.22,5.33
2018-01-04 06:00,-0.36,-6.43,0.21,0.21,-3.28,-3.25,5.82,5.97
2018-01-04 07:00,0.75,-7.81,0.66,0.66,-3.59,-3.57,8.24,8.48
2018-01-04 08:00,2.36,-9.26,1.55,1.55,-4.17,-4.16,9.99,10.4
2018-01-04 09:00,3.86,-10.39,2.22,2.21,-4.53,-4.52,11.67,11.85
2018-01-04 10:00,3.22,-7.44,2.1,2.09,-4.44,-4.43,12.47,12.65
2018-01-04 11:00,4.68,-8.34,3.08,3.07,-5.02,-5,13.33,13.36
2018-01-04 12:00,4.78,-8.18,3.18,3.17,-4.92,-4.91,13.67,13.81
2018-01-04 13:00,5.84,-7.73,3.72,3.71,-4.64,-4.63,14.35,14.68
2018-01-04 14:00,7.82,-7.72,5.02,5.01,-4.67,-4.66,15.65,15.91
2018-01-04 15:00,7.86,-7.83,5.19,5.17,-4.76,-4.74,16.97,17.09
2018-01-04 16:00,8.76,-8.62,5.9,5.87,-5.27,-5.24,17.59,17.63
2018-01-04 17:00,10.09,-10.98,6.48,6.47,-7.11,-7.1,19.62,20.9
2018-01-04 18:00,9.78,-9.03,6.33,6.31,-5.65,-5.63,21.45,19.84
2018-01-04 19:00,9.8,-8.25,6.38,6.36,-5.11,-5.09,18.1,17.73
2018-01-04 20:00,9.92,-8.08,6.44,6.42,-5.01,-5,17.93,17.5
2018-01-04 21:00,10.29,-7.7,6.57,6.56,-4.7,-4.7,17.51,16.9
2018-01-04 22:00,9.82,-5.12,6.07,6.08,-2.9,-2.91,16.9,15.14
2018-01-04 23:00,10.16,-4.93,6.2,6.22,-2.67,-2.68,15.16,15.21
2018-01-05 00:00,10.36,-4.84,6.32,6.34,-2.6,-2.6,15.35,15.38
2018-01-05 01:00,10.45,-4.96,6.35,6.37,-2.72,-2.73,15.39,15.2
2018-01-05 02:00,10.46,-5.18,6.4,6.41,-2.87,-2.87,15.2,14.9
2018-01-05 03:00,10.19,-4.86,5.81,5.83,-2.34,-2.35,14.9,14.73
2018-01-05 04:00,10.01,-4.84,5.91,5.92,-2.47,-2.47,14.73,12.63
2018-01-05 05:00,10.18,-5.14,6.21,6.23,-2.82,-2.83,12.63,12.44
2018-01-05 06:00,9.84,-4.97,5.96,5.98,-2.68,-2.69,14.12,13.89
2018-01-05 07:00,9.66,-4.71,5.81,5.84,-2.51,-2.52,13.14,13.97
2018-01-05 08:00,9.45,-4.35,5.64,5.67,-2.26,-2.27,14.32,13.61
2018-01-05 09:00,9.37,-3.9,5.57,5.6,-1.96,-1.97,13.61,12.98
2018-01-05 10:00,8.78,-3.31,5.2,5.24,-1.66,-1.67,12.98,12.4
2018-01-05 11:00,8.74,-3.13,5.13,5.17,-1.56,-1.58,12.4,12.23
2018-01-05 12:00,8.89,-3.14,5.21,5.25,-1.61,-1.62,12.29,12.17
2018-01-05 13:00,8.91,-2.85,5.28,5.3,-1.43,-1.43,12.17,11.79
2018-01-05 14:00,9.7,-2.93,6.3,6.27,-1.74,-1.73,13.55,14.18
2018-01-05 15:00,10.12,-3.5,6.74,6.69,-2.31,-2.29,14.97,15.03
2018-01-05 16:00,9.96,-3.76,6.73,6.66,-2.48,-2.45,15.26,15.31
2018-01-05 17:00,9.96,-3.94,6.77,6.7,-2.68,-2.65,15.48,15.56
2018-01-05 18:00,10.17,-4.6,6.9,6.84,-3.12,-3.09,17,17.42
2018-01-05 19:00,10.22,-4.1,6.9,6.84,-2.7,-2.68,16.74,16.28
2018-01-05 20:00,9.83,-3.49,6.57,6.52,-2.23,-2.21,16.31,15.46
2018-01-05 21:00,9.78,-3.21,6.35,6.32,-2,-2,15.49,14.7
2018-01-05 22:00,8.15,-2.79,4.88,4.92,-1.59,-1.6,14.7,12.32
2018-01-05 23:00,7.77,-2.57,4.48,4.54,-1.41,-1.42,12.38,12.24
2018-01-06 00:00,7.42,-2.41,4.17,4.24,-1.19,-1.21,12.24,11.46
2018-01-06 01:00,7.65,-2.31,4.28,4.35,-1.02,-1.04,11.46,11.07
2018-01-06 02:00,7.78,-2.72,4.37,4.44,-1.28,-1.3,11.08,10.84
2018-01-06 03:00,7.76,-3.3,4.42,4.48,-1.64,-1.66,10.84,10.55
2018-01-06 04:00,7.52,-3.69,4.32,4.37,-1.9,-1.92,10.55,10.2
2018-01-06 05:00,7.14,-3.87,4.08,4.13,-2.04,-2.07,10.2,9.9
2018-01-06 06:00,6.75,-3.91,3.86,3.91,-2.06,-2.09,9.9,9.53
2018-01-06 07:00,6.6,-3.37,3.76,3.82,-1.71,-1.74,9.28,9.28
2018-01-06 08:00,6.67,-3.07,3.79,3.85,-1.58,-1.61,9.32,9.19
2018-01-06 09:00,6.88,-3.22,3.96,4.01,-1.7,-1.72,9.49,9.58
2018-01-06 10:00,6.86,-3.18,3.99,4.03,-1.69,-1.71,9.88,9.92
2018-01-06 11:00,6.53,-2.78,3.69,3.74,-1.39,-1.41,9.97,9.69
2018-01-06 12:00,6.33,-2.7,3.55,3.6,-1.36,-1.38,9.69,9.33
2018-01-06 13:00,6.1,-1.95,3.29,3.33,-0.75,-0.76,9.37,8.42
2018-01-06 14:00,7.07,-1.93,4.74,4.68,-1.09,-1.08,11.13,11.68
2018-01-06 15:00,8.09,-3.37,5.51,5.44,-2.34,-2.31,12.38,12.44
2018-01-06 16:00,8.13,-4.01,5.58,5.51,-2.82,-2.78,13.19,13.43
2018-01-06 17:00,8.24,-4.26,5.7,5.61,-2.95,-2.9,14.46,14.3
2018-01-06 18:00,8.35,-4.41,5.77,5.69,-2.99,-2.95,15.22,14.87
2018-01-06 19:00,8.49,-4.56,5.82,5.74,-3.07,-3.03,15.24,14.86
2018-01-06 20:00,8.37,-5.06,5.64,5.59,-3.36,-3.33,14.87,14.5
2018-01-06 21:00,7.92,-5.61,5.21,5.18,-3.61,-3.59,14.5,13.68
2018-01-06 22:00,6.12,-4.68,3.6,3.64,-2.71,-2.74,13.68,10.68
2018-01-06 23:00,6.28,-4.84,3.64,3.68,-2.71,-2.74,10.68,10
2018-01-07 00:00,6.46,-4.7,3.71,3.76,-2.56,-2.6,10,9.81
2018-01-07 01:00,6.54,-4.15,3.71,3.78,-2.13,-2.17,9.8,9.51
2018-01-07 02:00,6.38,-4.06,3.59,3.66,-2,-2.04,9.51,9.08
2018-01-07 03:00,6.1,-4.41,3.44,3.5,-2.2,-2.24,9.08,8.62
2018-01-07 04:00,5.7,-4.65,3.21,3.27,-2.37,-2.41,8.62,8.02
2018-01-07 05:00,5.03,-4.84,2.8,2.86,-2.46,-2.51,8.02,7.44
2018-01-07 06:00,4.29,-4.92,2.35,2.42,-2.47,-2.54,7.44,6.68
2018-01-07 07:00,3.86,-4.77,2.08,2.16,-2.31,-2.4,7.28,7.03
2018-01-07 08:00,3.54,-4.57,1.84,1.93,-2.11,-2.23,7.1,6.47
2018-01-07 09:00,3.04,-4.22,1.42,1.57,-1.68,-1.87,6.47,5.52
2018-01-07 10:00,2.7,-2.91,0.93,1.88,-0.69,-1.42,5.52,4.47
2018-01-07 11:00,2.61,-2.57,0.81,1.76,-0.52,-1.09,4.57,4
2018-01-07 12:00,2.8,-2.12,0.76,1.81,-0.26,-0.51,4,3.12
2018-01-07 13:00,2.78,-1.47,0.74,1.57,-0.14,-0.25,3.13,2.93
2018-01-07 14:00,1.84,-1.23,1.41,1.33,-0.76,-0.72,4.39,4.48
2018-01-07 15:00,1.47,-0.82,1.26,1.11,-0.65,-0.57,4.5,4.25
2018-01-07 16:00,1.49,0.32,1.3,1.11,0.35,0.3,4.3,4.4
2018-01-07 17:00,1.21,1.24,0.98,0.85,1.15,1,5.14,5.32
2018-01-07 18:00,0.86,2.05,0.65,0.58,1.76,1.57,5.95,6.09
2018-01-07 19:00,1.06,2.85,0.77,0.72,2.28,2.11,6.41,6.53
2018-01-07 20:00,1.3,3.47,0.88,0.84,2.62,2.5,6.75,6.77
2018-01-07 21:00,1.16,3.95,0.66,0.65,2.8,2.74,6.77,6.45
2018-01-07 22:00,-0.09,4.04,-0.26,-0.27,2.17,2.25,6.45,4.75
2018-01-07 23:00,-0.87,5.33,-0.86,-0.9,2.44,2.55,5.34,5.4
2018-01-08 00:00,-0.21,6.24,-0.55,-0.57,2.94,3.05,6.18,6.26
2018-01-08 01:00,0.9,6.41,0.02,0.02,3.14,3.23,6.54,6.59
2018-01-08 02:00,1.48,6.68,0.26,0.27,3.37,3.44,6.66,6.71
2018-01-08 03:00,1.8,7.09,0.34,0.35,3.63,3.7,7.15,7.25
2018-01-08 04:00,2.3,7.14,0.66,0.67,3.66,3.73,7.68,7.75
2018-01-08 05:00,2.7,6.89,0.87,0.89,3.53,3.61,7.84,7.75
2018-01-08 06:00,2.37,7.04,0.63,0.64,3.6,3.68,7.76,7.72
2018-01-08 07:00,2.37,7.3,0.62,0.63,3.72,3.8,7.49,7.51
2018-01-08 08:00,2.55,7.28,0.77,0.78,3.75,3.82,7.63,7.62
2018-01-08 09:00,2.22,7.18,0.56,0.58,3.67,3.75,7.63,7.45
2018-01-08 10:00,2.09,6.34,0.57,0.58,3.24,3.29,7.66,7.77
2018-01-08 11:00,1.27,6.62,-0.12,-0.13,3.24,3.31,8.05,8.04
2018-01-08 12:00,2.15,6.7,0.55,0.56,3.4,3.47,8.04,7.88
2018-01-08 13:00,2.44,6.69,0.76,0.76,3.57,3.6,8.14,8.31
2018-01-08 14:00,2.66,5.05,1.3,1.26,3.01,2.92,8.51,8.33
2018-01-08 15:00,2.17,3.79,1.37,1.3,2.72,2.59,9.84,10.08
2018-01-08 16:00,1.93,3.52,1.34,1.27,2.62,2.49,10.38,9.98
2018-01-08 17:00,2.23,3.6,1.51,1.45,2.64,2.54,9.98,9.03
2018-01-08 18:00,2.31,3.85,1.56,1.51,2.75,2.66,9.16,9.18
2018-01-08 19:00,1.78,4.78,1.2,1.17,3.28,3.19,7.8,7.74
2018-01-08 20:00,2.83,5.49,1.34,1.35,3.02,3.05,7.74,6.86
2018-01-08 21:00,3.48,6.78,1.52,1.56,3.41,3.51,7.55,7.71
2018-01-08 22:00,4.68,7.56,2.17,2.23,3.82,3.92,8.26,8.38
2018-01-08 23:00,5.37,7.45,2.57,2.63,3.84,3.93,8.69,8.67
2018-01-09 00:00,5.66,6.78,2.74,2.8,3.49,3.57,8.71,8.5
2018-01-09 01:00,5.91,6.55,2.87,2.93,3.42,3.48,8.54,8.5
2018-01-09 02:00,6.48,6.04,3.21,3.26,3.24,3.29,8.5,8.29
2018-01-09 03:00,6.47,5.41,3.16,3.22,2.83,2.89,8.29,7.79
2018-01-09 04:00,6.75,4.05,3.15,3.26,1.99,2.06,7.79,7.05
2018-01-09 05:00,6.63,2.86,2.94,3.09,1.34,1.4,7.05,6.1
2018-01-09 06:00,6.53,1.21,2.84,3,0.61,0.65,6.1,5.31
2018-01-09 07:00,5.71,0.2,2.25,2.44,0.38,0.42,5.69,4.48
2018-01-09 08:00,5.28,-0.31,1.97,2.21,0.32,0.37,4.48,3.96
2018-01-09 09:00,5.41,-1.2,1.91,2.26,-0.01,0.01,4.1,4.04
2018-01-09 10:00,5.15,-0.06,1.47,1.94,0.37,0.5,4.42,4.41
2018-01-09 11:00,5.87,-0.73,1.98,2.37,0,0,4.57,4.53
2018-01-09 12:00,5.83,-1.52,1.7,2.48,-0.33,-0.38,4.84,4.81
2018-01-09 13:00,5.58,-2.27,1.78,2.3,-0.55,-0.58,4.96,5.13
2018-01-09 14:00,4.99,-2.47,2.14,2.27,-0.79,-0.81,6.32,6.37
2018-01-09 15:00,4.22,-2.59,2.22,2.19,-1.2,-1.18,7.03,7.39
2018-01-09 16:00,4.08,-2.9,2.7,2.66,-1.88,-1.86,8.95,9.12
2018-01-09 17:00,4.29,-2.95,2.96,2.91,-2.02,-1.98,9.47,8.92
2018-01-09 18:00,4.13,-2.75,2.89,2.84,-1.92,-1.89,9.06,8.99
2018-01-09 19:00,4.02,-3.03,2.74,2.71,-2.1,-2.07,8.3,7.98
2018-01-09 20:00,3.67,-3.1,2.3,2.31,-1.97,-1.98,8.21,7.36
2018-01-09 21:00,3.26,-3.44,1.11,1.45,-1.07,-1.39,7.36,4.59
2018-01-09 22:00,2.87,-3.41,0.83,1.76,-0.88,-1.87,4.59,3.77
2018-01-09 23:00,1.73,-3.42,0.38,0.81,-0.81,-1.94,4.13,4.06
2018-01-10 00:00,0.98,-2.87,0.27,0.61,-0.7,-1.53,4.06,3.86
2018-01-10 01:00,0.47,-1.66,0.26,0.83,-0.18,-0.2,3.91,3.36
2018-01-10 02:00,0.66,-1.24,0.41,1.21,-0.34,-0.62,3.53,3.06
2018-01-10 03:00,0.43,-2.28,0.31,0.77,-0.9,-1.56,3.21,3.17
2018-01-10 04:00,-0.65,-3.38,-0.02,0.03,-1.28,-1.95,3.4,3.41
2018-01-10 05:00,-2.11,-4.51,-0.44,-0.53,-2.05,-2.45,3.61,3.45
