time,u100,v100,u10n,u10,v10n,v10,fg10,i10fg
2021-01-01 00:00,-0.06,-4.46,0.18,0.18,-2.34,-2.41,6.13,5.38
2021-01-01 01:00,-0.79,-3.86,-0.35,-0.36,-1.96,-2.03,5.38,5.02
2021-01-01 02:00,-0.57,-4.72,-0.06,-0.06,-2.47,-2.54,5.02,4.82
2021-01-01 03:00,-0.7,-5.13,-0.18,-0.19,-2.59,-2.68,4.88,4.94
2021-01-01 04:00,-1.23,-5.54,-0.44,-0.46,-2.74,-2.84,5.5,5.57
2021-01-01 05:00,-1.74,-5.31,-0.61,-0.63,-2.61,-2.71,5.59,5.26
2021-01-01 06:00,-2.21,-5.4,-0.75,-0.79,-2.63,-2.75,5.38,5.36
2021-01-01 07:00,-2.42,-5.45,-0.86,-0.9,-2.71,-2.82,5.89,5.76
2021-01-01 08:00,-3.29,-4.48,-1.35,-1.41,-2.19,-2.28,5.86,5.47
2021-01-01 09:00,-3.72,-3.67,-1.4,-1.48,-1.83,-1.92,5.47,5.1
2021-01-01 10:00,-3.41,-3.24,-1.59,-1.63,-1.84,-1.89,5.34,5.02
2021-01-01 11:00,-3.13,-2.85,-1.33,-1.37,-1.66,-1.71,5.02,4.12
2021-01-01 12:00,-2.93,-2.53,-1.27,-1.3,-1.53,-1.55,4.19,4.12
2021-01-01 13:00,-3.03,-1.92,-1.53,-1.53,-1.24,-1.24,4.65,4.7
2021-01-01 14:00,-3.22,-2.24,-2,-1.98,-1.57,-1.56,4.86,4.84
2021-01-01 15:00,-3.65,-1.26,-2.36,-2.32,-0.93,-0.91,4.98,4.88
2021-01-01 16:00,-3.27,-0.72,-2.19,-2.15,-0.55,-0.55,5.34,5.28
2021-01-01 17:00,-3.43,-0.86,-1.97,-1.97,-0.63,-0.63,5.4,5.21
2021-01-01 18:00,-4.38,-1.16,-2.34,-2.32,-0.86,-0.85,5.76,5.73
2021-01-01 19:00,-3,-0.75,-1.69,-1.65,-0.72,-0.7,5.57,4.07
2021-01-01 20:00,-3.97,-1.27,-2,-1.98,-1.01,-0.99,4.66,4.62
2021-01-01 21:00,-4.09,-0.6,-2.02,-1.98,-0.74,-0.72,5.33,4.39
2021-01-01 22:00,-4.1,-2.14,-1.73,-1.72,-1.5,-1.48,6.35,7.76
2021-01-01 23:00,-2.87,-2.17,0.03,0.02,-1.64,-1.63,9.81,7.25
2021-01-02 00:00,-1.94,-1.02,-0.62,-0.62,-0.79,-0.79,9.79,5.8
2021-01-02 01:00,-2.13,-0.23,-0.59,-0.58,-0.7,-0.69,6.95,5.18
2021-01-02 02:00,-3.35,-1.37,-1.58,-1.58,-1.18,-1.18,7.74,4.42
2021-01-02 03:00,-3.16,1.34,-1.13,-1.17,0.78,0.8,7.26,4.23
2021-01-02 04:00,-0.88,3.12,-0.11,-0.1,1.29,1.36,6.01,4.03
2021-01-02 05:00,1.11,2.99,0.86,0.89,1.09,1.14,4.13,3.4
2021-01-02 06:00,3.71,4.29,1.71,1.74,2.01,2.04,4.59,5.03
2021-01-02 07:00,4.69,5.4,2.1,2.12,2.81,2.84,6.72,7.14
2021-01-02 08:00,5.32,6.64,2.45,2.47,3.55,3.58,8.53,8.8
2021-01-02 09:00,6.42,6.43,3.22,3.25,3.44,3.46,9.47,9.52
2021-01-02 10:00,6.51,3.09,3.12,3.18,1.16,1.19,9.61,9.37
2021-01-02 11:00,6.64,0.55,3.2,3.25,0.32,0.32,9.37,8.38
2021-01-02 12:00,5.76,-0.02,2.54,2.63,0.36,0.38,8.38,6.89
2021-01-02 13:00,5.11,1.08,2.17,2.23,1.02,1.05,6.99,6.74
2021-01-02 14:00,4.33,0.89,2.21,2.19,0.63,0.62,7.32,7.28
2021-01-02 15:00,3.75,-1.14,2.32,2.28,-0.72,-0.7,7.92,7.88
2021-01-02 16:00,3.52,-2.95,2.23,2.2,-1.86,-1.83,9.49,10.06
2021-01-02 17:00,4.36,-3.65,2.87,2.84,-2.36,-2.33,12.04,12.33
2021-01-02 18:00,5.85,-4.08,3.93,3.91,-2.66,-2.65,12.72,12.11
2021-01-02 19:00,5.54,-3.87,3.59,3.6,-2.43,-2.44,10.73,10.09
2021-01-02 20:00,5.35,-3.86,3.37,3.39,-2.43,-2.45,10.1,9.03
2021-01-02 21:00,4.67,-4.32,2.62,2.68,-2.41,-2.47,9.13,8.01
2021-01-02 22:00,3.79,-4.04,1.4,1.63,-1.6,-1.84,8.01,5.87
2021-01-02 23:00,2.15,-5.43,0.63,0.76,-2.03,-2.39,5.87,4.72
2021-01-03 00:00,0.92,-5.96,0.46,0.54,-2.26,-2.55,4.83,4.82
2021-01-03 01:00,-0.99,-6.33,-0.51,-0.54,-2.69,-2.88,4.85,3.75
