time,u100,v100,u10n,u10,v10n,v10,fg10,i10fg
2019-01-01 00:00,2.99,9.2,1.19,1.19,5.12,5.15,18.02,14.34
2019-01-01 01:00,2.41,9.07,0.88,0.89,4.94,4.98,18.72,12.22
2019-01-01 02:00,4.86,10.14,2.45,2.47,5.8,5.83,20.92,20.43
2019-01-01 03:00,5.5,12.05,2.86,2.87,7.07,7.1,20.53,16.92
2019-01-01 04:00,8.31,11.56,4.65,4.67,6.89,6.92,17.52,17.57
2019-01-01 05:00,10.9,10.34,6.23,6.25,6.13,6.15,20.97,18.74
2019-01-01 06:00,11.98,8.84,6.86,6.88,5.27,5.29,21.02,18.54
2019-01-01 07:00,12.43,6.52,7.24,7.27,3.89,3.91,21.53,20.95
2019-01-01 08:00,12.94,4,7.61,7.63,2.43,2.44,21,17.74
2019-01-01 09:00,12.25,2.29,7.23,7.25,1.46,1.46,17.74,16
2019-01-01 10:00,9.66,0.5,5.54,5.57,0.48,0.48,16,14.41
2019-01-01 11:00,10.12,-1.54,6.1,6.1,-0.88,-0.88,14.41,12.99
2019-01-01 12:00,8.81,-2.85,5.43,5.44,-1.81,-1.81,12.99,11.95
2019-01-01 13:00,8.39,-3.59,5.17,5.18,-2.2,-2.2,11.95,11.11
2019-01-01 14:00,7.37,-4.05,4.75,4.75,-2.42,-2.42,11.11,10.31
2019-01-01 15:00,6.38,-3.32,4.12,4.11,-2.09,-2.09,10.43,10.3
2019-01-01 16:00,5.85,-3.1,3.82,3.81,-2.02,-2.01,10.33,9.89
2019-01-01 17:00,5.8,-3.34,3.88,3.86,-2.16,-2.15,9.89,9.4
2019-01-01 18:00,5.43,-3.38,3.63,3.62,-2.23,-2.22,9.92,9.79
2019-01-01 19:00,5.29,-3.38,3.52,3.51,-2.24,-2.23,10.31,10
2019-01-01 20:00,4.86,-2.87,3.24,3.22,-1.87,-1.87,10,9.03
2019-01-01 21:00,4.31,-2.39,2.83,2.82,-1.52,-1.52,9.03,7.45
2019-01-01 22:00,3.04,-1.92,1.94,1.93,-1.11,-1.11,7.45,5.6
2019-01-01 23:00,3,-2.45,1.84,1.84,-1.51,-1.5,5.6,4.36
2019-01-02 00:00,2.01,-3.01,1.18,1.18,-1.81,-1.8,4.36,3.5
2019-01-02 01:00,1.17,-2.57,0.74,0.73,-1.58,-1.58,3.5,3.05
2019-01-02 02:00,0.76,-2.09,0.51,0.51,-1.34,-1.34,3.05,2.52
2019-01-02 03:00,0.86,-1.57,0.55,0.54,-1.06,-1.06,2.51,1.69
2019-01-02 04:00,0.85,-1.46,0.51,0.52,-0.96,-0.96,1.88,1.66
2019-01-02 05:00,0.8,-1.27,0.5,0.5,-0.82,-0.82,1.66,1.36
2019-01-02 06:00,1.13,-1.21,0.67,0.68,-0.78,-0.79,1.36,1.28
2019-01-02 07:00,1.01,-1.21,0.57,0.58,-0.76,-0.77,2.84,2.64
2019-01-02 08:00,0.98,-1.23,0.53,0.55,-0.76,-0.78,2.65,2.53
2019-01-02 09:00,0.94,-1.31,0.51,0.53,-0.86,-0.88,2.69,2.63
2019-01-02 10:00,0.72,-1.71,0.2,0.21,-1.05,-1.07,2.63,2.25
2019-01-02 11:00,-0.09,-1.53,-0.21,-0.21,-0.99,-0.97,2.3,1.99
2019-01-02 12:00,-0.4,-1.02,-0.49,-0.48,-0.73,-0.73,1.99,1.69
2019-01-02 13:00,-1.1,-0.75,-0.86,-0.85,-0.5,-0.49,1.72,1.85
2019-01-02 14:00,-1.53,0.44,-1.2,-1.15,0.08,0.07,2.83,2.97
2019-01-02 15:00,-1.63,1.33,-1.17,-1.13,0.91,0.88,3.53,3.59
2019-01-02 16:00,-0.93,1.52,-0.82,-0.78,1.03,0.97,4,4.15
2019-01-02 17:00,-0.24,2.06,-0.25,-0.23,1.43,1.37,5.07,5.24
2019-01-02 18:00,0.59,2.33,0.34,0.34,1.61,1.56,5.25,5.26
