time,u100,v100,u10n,u10,v10n,v10,fg10,i10fg
2016-01-01 00:00,4.61,-3.56,2.83,2.85,-2.08,-2.09,6.6,6.28
2016-01-01 01:00,4.57,-3.36,2.71,2.75,-1.83,-1.85,6.28,5.85
2016-01-01 02:00,4.61,-3.08,2.63,2.69,-1.55,-1.58,5.85,5.6
2016-01-01 03:00,4.54,-2.76,2.59,2.65,-1.34,-1.37,5.63,5.57
2016-01-01 04:00,4.57,-2.75,2.66,2.7,-1.39,-1.41,5.64,5.66
2016-01-01 05:00,5.02,-2.75,2.92,2.96,-1.39,-1.41,5.93,6
2016-01-01 06:00,5.02,-2.73,2.96,2.99,-1.39,-1.41,6.03,5.98
2016-01-01 07:00,5.3,-2.4,3.1,3.14,-1.15,-1.17,6.63,6.54
2016-01-01 08:00,5.33,-1.89,3.1,3.14,-0.82,-0.83,6.54,6.3
2016-01-01 09:00,5.6,-1.76,3.26,3.3,-0.8,-0.81,6.43,6.49
2016-01-01 10:00,5.63,-2.92,3.45,3.47,-1.61,-1.61,6.65,6.61
2016-01-01 11:00,4.99,-3.09,3.02,3.04,-1.67,-1.68,6.61,5.99
2016-01-01 12:00,4.75,-2.66,2.85,2.88,-1.3,-1.31,5.99,5.2
2016-01-01 13:00,4.74,-2.1,2.85,2.84,-1.02,-1.02,5.2,5
2016-01-01 14:00,5.01,-1.77,3.53,3.45,-1.1,-1.08,5.86,6.45
2016-01-01 15:00,5.01,-1.64,3.71,3.59,-1.13,-1.1,8.04,8.16
2016-01-01 16:00,6.08,-1.55,4.49,4.36,-1.11,-1.08,8.48,8.54
2016-01-01 17:00,6.8,-1.18,4.98,4.84,-0.84,-0.82,8.92,9.02
2016-01-01 18:00,7.24,-1.16,5.24,5.12,-0.82,-0.8,10.03,10.26
2016-01-01 19:00,7.96,-1.44,5.64,5.55,-1.03,-1.02,11.7,11.75
2016-01-01 20:00,7.99,-2.43,5.51,5.44,-1.7,-1.68,11.87,11.77
2016-01-01 21:00,7.42,-3.11,4.94,4.91,-2.07,-2.06,11.78,10.4
2016-01-01 22:00,6.35,-1.85,4.04,4.04,-1.05,-1.05,10.53,9.1
2016-01-01 23:00,6.36,-2.12,3.89,3.92,-1.17,-1.18,9.1,8.28
2016-01-02 00:00,6.64,-2.3,3.93,3.98,-1.19,-1.21,8.28,7.73
2016-01-02 01:00,6.58,-2.09,3.76,3.84,-0.92,-0.94,7.73,7.44
2016-01-02 02:00,6.17,-1.57,3.38,3.49,-0.63,-0.65,7.44,7.21
2016-01-02 03:00,5.93,-1.25,3.09,3.22,-0.39,-0.4,7.21,7.04
2016-01-02 04:00,5.59,-0.66,2.63,2.8,-0.03,-0.03,7.04,6.84
2016-01-02 05:00,5.49,-0.2,2.31,2.53,0.2,0.23,6.84,6.76
2016-01-02 06:00,5.62,-0.26,2.38,2.59,0.16,0.18,6.77,6.7
2016-01-02 07:00,5.85,-0.47,2.56,2.76,0.03,0.03,5.18,4.97
2016-01-02 08:00,5.78,-0.99,2.59,2.77,-0.21,-0.22,4.99,4.84
2016-01-02 09:00,5.75,-1.31,2.64,2.82,-0.34,-0.36,4.89,4.79
2016-01-02 10:00,4.19,-2.15,1.53,1.84,-0.45,-0.55,4.81,4.79
2016-01-02 11:00,4.26,-1.59,1.53,1.86,-0.16,-0.19,4.8,4.67
2016-01-02 12:00,4.92,-1.69,2.19,2.4,-0.32,-0.35,4.71,4.73
2016-01-02 13:00,4.96,-1.31,2.52,2.6,-0.23,-0.23,5.01,5.17
2016-01-02 14:00,3.83,-0.57,2.56,2.45,-0.09,-0.09,5.61,6.1
2016-01-02 15:00,4.3,-0.84,3.22,3.08,-0.51,-0.48,7.67,7.91
2016-01-02 16:00,4.83,-0.43,3.67,3.5,-0.25,-0.24,8.5,8.63
2016-01-02 17:00,5.05,0.37,3.83,3.66,0.35,0.34,8.99,9.02
2016-01-02 18:00,5.17,1.08,3.88,3.72,0.91,0.87,9.18,9.22
2016-01-02 19:00,5.42,1.17,3.99,3.87,0.89,0.86,8.93,8.82
2016-01-02 20:00,5.91,0.33,4.19,4.12,0.24,0.23,9.13,8.9
2016-01-02 21:00,6.27,0.04,3.86,3.87,0.09,0.09,9.01,7.2
2016-01-02 22:00,4.17,-1.73,1.73,1.94,-0.67,-0.75,7.2,4.35
2016-01-02 23:00,3.26,-1.29,0.74,1.57,-0.14,-0.46,4.35,3.54
2016-01-03 00:00,2.7,-0.92,0.6,1.66,-0.08,-0.39,3.62,3.58
2016-01-03 01:00,2.05,-0.63,0.41,1.33,-0.05,-0.29,3.58,3.27
2016-01-03 02:00,1.92,-0.22,0.41,1.33,-0.01,-0.14,3.32,3.31
2016-01-03 03:00,2.1,0.01,0.43,1.42,-0.05,-0.22,3.36,3.33
2016-01-03 04:00,2.2,0.56,0.4,1.42,0.04,0.12,3.4,3.41
2016-01-03 05:00,2.49,1.92,0.41,1.16,0.45,1.25,3.68,3.74
2016-01-03 06:00,3.34,3.17,0.69,1,0.99,1.43,4.06,4.15
2016-01-03 07:00,3.99,3.74,1.05,1.3,1.38,1.71,3.9,3.57
2016-01-03 08:00,4.68,4.19,1.48,1.69,1.78,2.03,4.2,4.4
2016-01-03 09:00,5.52,4.49,2,2.18,2.1,2.29,5.26,5.48
2016-01-03 10:00,5.07,4,1.61,1.83,1.82,2.08,6.11,6.17
2016-01-03 11:00,5.4,4.59,1.9,2.08,2.13,2.34,6.25,6.29
2016-01-03 12:00,5.92,4.2,2.19,2.41,1.81,1.99,6.32,6.23
2016-01-03 13:00,6.45,3.09,2.6,2.78,1.48,1.59,6.41,6.58
2016-01-03 14:00,6.25,2.61,3.14,3.1,1.68,1.66,7.39,7.09
2016-01-03 15:00,5.06,2.15,3.15,3.06,1.57,1.53,7.91,8.23
2016-01-03 16:00,5.04,1.88,3.53,3.42,1.44,1.39,9.54,9.92
2016-01-03 17:00,5.65,1.21,4.06,3.95,0.98,0.95,10.57,10.4
2016-01-03 18:00,6.2,0.27,4.48,4.37,0.24,0.23,10.4,10.03
2016-01-03 19:00,6.47,-1.11,4.62,4.54,-0.79,-0.78,9.97,10.02
2016-01-03 20:00,6.64,-2.3,4.56,4.52,-1.62,-1.6,10.06,9.91
2016-01-03 21:00,5.49,-3.02,3.18,3.23,-1.76,-1.79,9.91,7.03
2016-01-03 22:00,3.71,-5.2,2,2.07,-2.78,-2.88,7.03,5.89
2016-01-03 23:00,3.8,-5.01,1.93,2.03,-2.44,-2.56,5.98,5.76
2016-01-04 00:00,3.98,-4.09,1.86,2.02,-1.75,-1.89,5.84,5.03
2016-01-04 01:00,4.17,-2.79,1.62,1.9,-0.8,-0.93,5.03,4.16
2016-01-04 02:00,4.8,-1.93,1.95,2.21,-0.42,-0.47,4.41,4.46
2016-01-04 03:00,5.67,-2.01,2.52,2.73,-0.59,-0.64,5.27,5.47
2016-01-04 04:00,6.01,-2.71,2.94,3.09,-1.02,-1.08,6.17,6.29
2016-01-04 05:00,5.83,-3.72,2.96,3.1,-1.6,-1.67,6.46,6.34
2016-01-04 06:00,5.29,-3.81,2.64,2.79,-1.54,-1.62,6.34,5.38
2016-01-04 07:00,4.63,-3.92,2.21,2.37,-1.53,-1.64,5.95,4.94
2016-01-04 08:00,4.04,-4.39,1.94,2.1,-1.7,-1.83,4.97,4.67
2016-01-04 09:00,3.36,-4.56,1.65,1.81,-1.68,-1.84,4.67,4.26
