time,u100,v100,u10n,u10,v10n,v10,fg10,i10fg
2016-01-01 00:00,8.17,2.92,6.73,6.48,2.46,2.37,12.07,11.92
2016-01-01 01:00,8.66,2.66,7.03,6.77,2.23,2.15,12.01,11.9
2016-01-01 02:00,8.77,2.29,7.05,6.79,1.89,1.83,11.9,11.01
2016-01-01 03:00,8.5,2.66,6.82,6.55,2.17,2.1,11.01,10.36
2016-01-01 04:00,8.39,3.68,6.66,6.4,3.01,2.91,10.44,10.37
2016-01-01 05:00,9.55,4.02,7.62,7.39,3.26,3.17,10.85,10.99
2016-01-01 06:00,10.36,3.53,8.24,8,2.88,2.81,11.74,12.01
2016-01-01 07:00,10.52,2.66,8.36,8.11,2.24,2.18,13.08,12.85
2016-01-01 08:00,10.54,2.08,8.33,8.07,1.76,1.71,12.87,12.84
2016-01-01 09:00,10.71,1.5,8.55,8.26,1.29,1.25,13.01,13.04
2016-01-01 10:00,10.44,0.62,8.5,8.19,0.58,0.56,13.05,12.81
2016-01-01 11:00,9.54,0.58,7.86,7.54,0.53,0.52,12.92,12.8
2016-01-01 12:00,9.22,0.29,7.59,7.27,0.29,0.29,13.29,13.12
2016-01-01 13:00,9.45,0.31,7.8,7.48,0.29,0.29,13.75,13.8
2016-01-01 14:00,10,0.16,8.35,8.04,0.16,0.15,14.01,14.01
2016-01-01 15:00,9.99,0.19,8.38,8.07,0.23,0.22,14.07,13.93
2016-01-01 16:00,9.79,0.41,8.25,7.93,0.41,0.4,13.96,13.53
2016-01-01 17:00,9.43,0.8,7.97,7.66,0.75,0.72,13.53,12.82
2016-01-01 18:00,8.87,1.78,7.55,7.25,1.58,1.53,12.82,12.15
2016-01-01 19:00,8.64,3.01,7.31,7.03,2.66,2.56,11.83,11.75
2016-01-01 20:00,8.95,3.75,7.46,7.21,3.23,3.12,12.03,12.14
2016-01-01 21:00,8.92,4.64,7.24,7.04,3.85,3.74,12.39,12.25
2016-01-01 22:00,7.19,5.91,5.6,5.43,4.81,4.67,12.28,11.46
2016-01-01 23:00,7.94,6.04,5.91,5.75,4.83,4.7,11.5,11.27
2016-01-02 00:00,8.24,6.2,6.02,5.88,4.99,4.87,11.45,11.23
2016-01-02 01:00,8.95,5.8,6.45,6.33,4.72,4.62,11.32,11.25
2016-01-02 02:00,9.4,4.69,6.73,6.62,3.86,3.78,11.25,11.06
2016-01-02 03:00,9.44,3.37,6.8,6.7,2.85,2.8,11.06,10.64
2016-01-02 04:00,9.42,2.18,6.92,6.8,1.96,1.92,10.76,10.49
2016-01-02 05:00,9.34,1.44,7,6.87,1.38,1.35,10.69,10.34
2016-01-02 06:00,9.32,0.41,7.11,6.94,0.54,0.53,10.34,10.1
2016-01-02 07:00,9.02,-0.53,7,6.8,-0.21,-0.2,10.57,10.41
2016-01-02 08:00,8.56,-1.16,6.74,6.52,-0.72,-0.7,10.45,10.09
2016-01-02 09:00,7.92,-1.14,6.37,6.12,-0.75,-0.71,10.09,9.38
2016-01-02 10:00,7,-2.07,5.93,5.64,-1.62,-1.53,9.39,9.03
2016-01-02 11:00,6.54,-0.92,5.44,5.15,-0.64,-0.6,9.08,8.97
2016-01-02 12:00,6.39,-0.15,5.38,5.08,-0.05,-0.04,9.03,8.77
2016-01-02 13:00,6.26,0.32,5.3,5,0.35,0.35,8.77,8.49
2016-01-02 14:00,5.95,1.14,5.15,4.83,1.1,1.04,8.56,8.53
2016-01-02 15:00,5.63,1.86,5.04,4.7,1.77,1.65,8.78,8.6
2016-01-02 16:00,5.57,2.5,4.99,4.66,2.37,2.21,8.7,8.52
2016-01-02 17:00,5.85,3.28,5.16,4.86,3.02,2.85,8.89,9.06
2016-01-02 18:00,6.41,3.96,5.51,5.26,3.56,3.39,9.83,10.01
2016-01-02 19:00,6.9,4.56,5.77,5.57,3.99,3.85,10.67,10.77
2016-01-02 20:00,7.3,5.2,5.92,5.77,4.44,4.32,11.2,11.32
2016-01-02 21:00,7.54,6.23,5.85,5.75,5.11,5.02,11.73,11.73
2016-01-02 22:00,7.25,6.18,5.29,5.21,4.93,4.85,12.14,12.21
2016-01-02 23:00,8.37,6.42,5.9,5.82,5.01,4.94,12.4,12.43
2016-01-03 00:00,9.26,6.76,6.42,6.34,5.21,5.13,12.99,13.16
2016-01-03 01:00,10.59,6.47,7.4,7.31,5.02,4.95,13.83,13.97
2016-01-03 02:00,11.34,5.45,8,7.91,4.22,4.16,14.28,14.07
2016-01-03 03:00,11.44,1.09,8.36,8.25,1.04,1.02,14.07,13.04
2016-01-03 04:00,10.4,0.32,7.84,7.69,0.44,0.43,13.04,11.93
2016-01-03 05:00,9.78,-0.62,7.52,7.35,-0.3,-0.29,11.93,11.23
2016-01-03 06:00,9.48,-1.57,7.39,7.19,-1.02,-0.98,11.23,10.98
