time,u100,v100,u10n,u10,v10n,v10,fg10,i10fg
2021-01-01 00:00,-0.21,0.5,-0.27,-0.08,0.58,0.42,2.68,2.83
2021-01-01 01:00,-1.55,-0.11,-1.22,-1.3,-0.05,-0.21,3.46,3.67
2021-01-01 02:00,-2.91,0.62,-2.17,-2.46,0.65,0.57,4.32,4.41
2021-01-01 03:00,-3.36,2.16,-2.37,-2.71,1.72,1.9,4.65,4.7
2021-01-01 04:00,-4.16,1.97,-2.86,-3.19,1.51,1.57,5.18,5.39
2021-01-01 05:00,-4.21,3.16,-2.83,-2.92,2.18,2.25,6.19,6.35
2021-01-01 06:00,-3.83,3.67,-2.68,-2.66,2.47,2.49,6.52,6.3
2021-01-01 07:00,-5.44,1.2,-3.96,-3.89,0.75,0.75,6,6.24
2021-01-01 08:00,-6.85,1.19,-5.14,-5.04,0.93,0.9,7.39,7.62
2021-01-01 09:00,-6.8,2.51,-5.12,-5.01,1.92,1.88,8.2,8.16
2021-01-01 10:00,-6.06,3.32,-4.52,-4.41,2.56,2.5,8.16,7.28
2021-01-01 11:00,-6.73,1.2,-5.21,-5.05,0.81,0.79,7.46,7.63
2021-01-01 12:00,-8.11,-0.84,-6.37,-6.21,-0.82,-0.81,8.33,8.43
2021-01-01 13:00,-7.86,-2.17,-6.18,-6.03,-1.68,-1.65,9.57,9.89
2021-01-01 14:00,-7.77,-2.48,-6.11,-5.96,-1.97,-1.92,10.86,11.1
2021-01-01 15:00,-9.08,-2,-7.16,-7,-1.63,-1.6,11.9,11.9
2021-01-01 16:00,-9.23,-2.76,-7.37,-7.22,-2.31,-2.27,11.93,11.37
2021-01-01 17:00,-8.7,-5.35,-6.82,-6.7,-4.38,-4.31,11.64,11.84
2021-01-01 18:00,-8.72,-6.34,-6.76,-6.66,-4.89,-4.83,12.58,12.78
2021-01-01 19:00,-9.88,-5.24,-7.72,-7.63,-4.08,-4.04,12.74,12.81
2021-01-01 20:00,-11.49,-5.02,-8.72,-8.65,-3.82,-3.79,14.62,14.38
2021-01-01 21:00,-10.61,-3.63,-8.1,-8.04,-2.8,-2.78,14.38,13.02
2021-01-01 22:00,-8.34,-5.16,-5.69,-5.67,-3.89,-3.88,13.06,12.48
2021-01-01 23:00,-7.68,-5.68,-5.33,-5.29,-4.18,-4.16,12.48,11.69
2021-01-02 00:00,-6.53,-6.16,-4.93,-4.88,-4.6,-4.56,11.91,11.75
2021-01-02 01:00,-5.48,-6.95,-3.96,-3.91,-5.07,-5.02,12.18,12.24
2021-01-02 02:00,-3.35,-8.61,-2.33,-2.3,-6.38,-6.32,12.82,12.8
