time,u100,v100,u10n,u10,v10n,v10,fg10,i10fg
2018-01-01 00:00,5.68,-6.62,4.89,4.68,-5.52,-5.25,12.82,12.92
2018-01-01 01:00,6.16,-6.11,5.28,5.04,-5.03,-4.78,13.08,13.06
2018-01-01 02:00,6.51,-5.85,5.56,5.3,-4.8,-4.55,13.11,13
2018-01-01 03:00,6.94,-5.86,5.91,5.63,-4.79,-4.55,13,12.8
2018-01-01 04:00,7.2,-5.78,6.12,5.82,-4.68,-4.44,12.82,12.5
2018-01-01 05:00,7.09,-5.64,6.13,5.82,-4.63,-4.39,12.51,12.2
2018-01-01 06:00,7,-5.52,6.05,5.74,-4.5,-4.26,12.2,11.99
2018-01-01 07:00,7.04,-5.53,6.13,5.81,-4.55,-4.3,11.88,11.9
2018-01-01 08:00,7.03,-5.54,6.15,5.83,-4.55,-4.3,11.95,11.86
2018-01-01 09:00,7.22,-5.47,6.37,5.99,-4.53,-4.24,11.92,11.8
2018-01-01 10:00,7.5,-5.44,6.46,6.08,-4.36,-4.08,11.96,12.01
2018-01-01 11:00,7.8,-5.17,6.74,6.36,-4.17,-3.92,12.21,12.22
2018-01-01 12:00,7.8,-4.93,6.69,6.31,-3.95,-3.7,12.22,12.08
2018-01-01 13:00,7.9,-4.64,6.68,6.29,-3.64,-3.41,12.08,11.96
2018-01-01 14:00,7.83,-4.04,6.89,6.48,-3.32,-3.11,12.03,12.07
2018-01-01 15:00,7.56,-3.84,6.91,6.39,-3.29,-3.04,12.48,12.2
2018-01-01 16:00,7.11,-3.66,6.63,6.11,-3.21,-2.96,12.2,11.72
2018-01-01 17:00,6.55,-3.23,6.23,5.7,-2.9,-2.65,11.72,11.03
2018-01-01 18:00,6.17,-2.68,5.94,5.4,-2.45,-2.23,11.03,10.48
2018-01-01 19:00,6.05,-1.92,5.83,5.29,-1.76,-1.59,10.2,9.82
2018-01-01 20:00,6.08,-1.28,5.8,5.28,-1.15,-1.04,9.82,9.51
2018-01-01 21:00,6.33,-0.96,5.89,5.42,-0.84,-0.77,9.52,9.46
2018-01-01 22:00,5.62,-0.21,5.33,4.86,-0.1,-0.09,9.59,9.2
2018-01-01 23:00,6.56,0.01,5.87,5.43,0.12,0.12,9.53,9.47
2018-01-02 00:00,7.23,-0.48,6.3,5.86,-0.25,-0.22,9.89,9.96
2018-01-02 01:00,7.35,-0.89,6.29,5.86,-0.54,-0.49,10.06,9.97
2018-01-02 02:00,7.36,-1.07,6.23,5.8,-0.66,-0.6,9.97,9.78
2018-01-02 03:00,7.08,-1.11,5.97,5.55,-0.66,-0.6,9.78,9.49
2018-01-02 04:00,6.94,-0.82,5.81,5.41,-0.41,-0.36,9.5,9.38
2018-01-02 05:00,7.17,-0.46,5.97,5.57,-0.07,-0.04,9.4,9.39
2018-01-02 06:00,7.44,0.06,6.2,5.73,0.38,0.37,9.43,9.35
2018-01-02 07:00,7.35,-0.11,6.12,5.66,0.24,0.23,9.59,9.42
2018-01-02 08:00,7.47,0,6.17,5.72,0.36,0.34,9.45,9.49
2018-01-02 09:00,7.62,0.34,6.24,5.79,0.62,0.59,9.65,9.69
2018-01-02 10:00,7.61,0.05,6.35,5.9,0.42,0.41,9.85,9.91
2018-01-02 11:00,7.44,0.55,6.18,5.73,0.85,0.8,10.23,10.32
2018-01-02 12:00,7.26,0.84,6.03,5.58,1.09,1.02,10.42,10.41
2018-01-02 13:00,7.02,1.39,5.8,5.37,1.54,1.44,10.41,10.37
2018-01-02 14:00,7.08,2.4,5.8,5.36,2.34,2.17,10.52,10.64
2018-01-02 15:00,7.14,3.24,6.13,5.68,3.04,2.82,11.46,11.61
2018-01-02 16:00,7.3,3.82,6.46,5.96,3.59,3.31,12.01,12.06
2018-01-02 17:00,7.61,4.26,6.7,6.22,3.96,3.68,12.35,12.38
2018-01-02 18:00,7.81,4.77,6.78,6.33,4.37,4.08,12.69,12.76
2018-01-02 19:00,7.97,4.99,6.85,6.44,4.52,4.25,12.96,12.99
2018-01-02 20:00,8.04,5.35,6.82,6.46,4.76,4.51,13.13,13.18
2018-01-02 21:00,8.12,6.13,6.72,6.41,5.3,5.06,13.45,13.47
2018-01-02 22:00,7.3,6.6,5.89,5.57,5.53,5.26,13.84,13.69
2018-01-02 23:00,7.75,8,6.14,5.86,6.53,6.25,14.54,14.67
2018-01-03 00:00,7.83,8.72,6.11,5.85,7.01,6.72,15.11,15.15
2018-01-03 01:00,8.17,8.68,6.33,6.07,6.92,6.64,15.18,14.84
2018-01-03 02:00,8.18,8.81,6.26,6.01,6.97,6.7,14.84,14.35
2018-01-03 03:00,8.48,8.45,6.4,6.17,6.66,6.41,14.36,14.28
2018-01-03 04:00,8.32,8.75,6.2,5.97,6.9,6.66,14.35,14.34
2018-01-03 05:00,8.63,8.63,6.4,6.19,6.83,6.61,14.46,14.3
2018-01-03 06:00,8.74,7.97,6.49,6.28,6.3,6.09,14.3,13.8
2018-01-03 07:00,8.15,7.74,6.07,5.88,6.13,5.93,13.81,13.36
2018-01-03 08:00,7.92,7.14,6,5.76,5.73,5.5,13.36,12.83
2018-01-03 09:00,7.89,6.53,6.03,5.78,5.29,5.07,12.83,12.38
2018-01-03 10:00,7.79,4.11,6.1,5.84,3.4,3.27,12.38,12.03
2018-01-03 11:00,7.71,3.74,6.04,5.77,3.06,2.94,12.03,11.63
2018-01-03 12:00,7.5,2.51,5.89,5.61,2.08,1.98,11.63,11.15
2018-01-03 13:00,7.31,1.02,5.85,5.55,0.91,0.87,11.15,10.43
2018-01-03 14:00,6.8,-0.22,5.6,5.28,-0.05,-0.05,10.43,9.92
2018-01-03 15:00,6.54,-1.47,5.65,5.28,-1.05,-0.99,10.23,10.35
2018-01-03 16:00,6.03,-3.23,5.51,5.18,-2.68,-2.53,10.87,10.58
2018-01-03 17:00,5.51,-3.87,5.15,4.82,-3.38,-3.17,10.82,10.86
2018-01-03 18:00,6.32,-4.67,5.74,5.43,-4.1,-3.88,11.41,11.54
2018-01-03 19:00,6.58,-5.13,5.89,5.61,-4.49,-4.27,11.55,11.55
2018-01-03 20:00,6.07,-5.36,5.43,5.17,-4.68,-4.46,11.57,11.18
2018-01-03 21:00,5.94,-5.56,5.26,5.03,-4.79,-4.58,11.18,10.97
2018-01-03 22:00,5.55,-4.91,4.95,4.7,-4.29,-4.06,11.14,10.83
2018-01-03 23:00,5.71,-5.31,4.93,4.7,-4.44,-4.23,11.12,11.14
2018-01-04 00:00,5.36,-5.77,4.62,4.41,-4.78,-4.55,11.54,11.64
2018-01-04 01:00,4.83,-6.44,4.15,3.96,-5.29,-5.04,11.78,11.76
2018-01-04 02:00,4.09,-6.72,3.52,3.37,-5.46,-5.2,11.76,11.54
2018-01-04 03:00,3.83,-6.64,3.31,3.18,-5.35,-5.09,11.54,11.4
2018-01-04 04:00,4.3,-6.43,3.66,3.51,-5.11,-4.85,11.48,11.49
2018-01-04 05:00,5.34,-6.44,4.53,4.34,-5.07,-4.84,11.71,11.74
2018-01-04 06:00,6.18,-6.72,5.25,5.04,-5.25,-5.03,11.79,11.72
2018-01-04 07:00,6.18,-7.28,5.27,5.07,-5.65,-5.43,11.65,11.66
2018-01-04 08:00,5.73,-7.81,4.92,4.73,-6.08,-5.85,11.7,11.72
2018-01-04 09:00,5.36,-8.17,4.6,4.44,-6.35,-6.12,11.83,11.82
2018-01-04 10:00,4.42,-7.08,4,3.8,-5.73,-5.43,11.85,11.73
2018-01-04 11:00,4.12,-7.27,3.73,3.54,-5.85,-5.54,11.78,11.74
2018-01-04 12:00,3.82,-7.42,3.45,3.29,-5.95,-5.64,11.76,11.72
2018-01-04 13:00,3.73,-7.54,3.35,3.2,-6.05,-5.73,11.72,11.61
2018-01-04 14:00,3.89,-7.52,3.46,3.29,-6.06,-5.72,11.64,11.43
2018-01-04 15:00,4.1,-7.25,3.78,3.59,-6.24,-5.89,11.78,11.85
2018-01-04 16:00,4.53,-7.06,4.22,4,-6.21,-5.87,12.06,12.02
2018-01-04 17:00,4.83,-6.85,4.53,4.28,-6.09,-5.75,12.05,11.96
2018-01-04 18:00,4.67,-6.68,4.39,4.14,-5.99,-5.65,11.98,11.82
2018-01-04 19:00,4.56,-6.54,4.27,4.03,-5.88,-5.55,11.63,11.45
2018-01-04 20:00,4.59,-6.3,4.25,4.01,-5.66,-5.35,11.47,11.18
2018-01-04 21:00,4.84,-6.17,4.45,4.19,-5.54,-5.21,11.18,10.95
2018-01-04 22:00,3.61,-5.06,3.39,3.17,-4.64,-4.32,10.96,10.37
2018-01-04 23:00,4.75,-5.2,4.17,3.95,-4.47,-4.2,10.43,10.18
2018-01-05 00:00,5.31,-5.65,4.58,4.35,-4.72,-4.46,10.39,10.47
2018-01-05 01:00,5.14,-6.26,4.41,4.2,-5.1,-4.84,10.76,10.81
2018-01-05 02:00,4.66,-6.71,4.03,3.84,-5.42,-5.15,10.9,10.9
2018-01-05 03:00,4.41,-6.81,3.83,3.66,-5.45,-5.18,10.91,10.83
2018-01-05 04:00,4.5,-6.83,3.88,3.71,-5.39,-5.12,10.83,10.68
2018-01-05 05:00,4.73,-6.61,4.05,3.88,-5.18,-4.92,10.7,10.56
2018-01-05 06:00,5.16,-6.35,4.38,4.2,-4.9,-4.66,10.57,10.55
2018-01-05 07:00,5.77,-6.22,4.86,4.65,-4.78,-4.55,10.27,10.33
2018-01-05 08:00,5.92,-6.33,4.98,4.77,-4.88,-4.65,10.46,10.47
2018-01-05 09:00,5.97,-6.47,5.06,4.81,-4.99,-4.73,10.55,10.58
2018-01-05 10:00,5.78,-6.41,5.02,4.77,-5.07,-4.8,10.89,10.98
2018-01-05 11:00,5.73,-6.99,4.94,4.71,-5.5,-5.23,11.23,11.27
2018-01-05 12:00,5.33,-7.62,4.63,4.42,-6.05,-5.76,11.47,11.52
2018-01-05 13:00,4.82,-8.04,4.2,4.02,-6.43,-6.12,11.73,11.77
2018-01-05 14:00,4.62,-7.91,4.08,3.9,-6.4,-6.08,11.89,11.96
2018-01-05 15:00,4.88,-7.25,4.46,4.23,-6.18,-5.85,12.17,12.2
2018-01-05 16:00,4.92,-6.9,4.62,4.36,-6.02,-5.68,12.49,12.38
2018-01-05 17:00,4.77,-6.57,4.55,4.28,-5.84,-5.49,12.55,12.47
2018-01-05 18:00,4.55,-6.45,4.35,4.08,-5.8,-5.45,12.5,12.36
2018-01-05 19:00,4.45,-6.2,4.29,3.99,-5.66,-5.27,11.38,11.12
2018-01-05 20:00,4.6,-6.08,4.38,4.08,-5.54,-5.17,11.12,10.87
2018-01-05 21:00,4.61,-6.09,4.33,4.06,-5.49,-5.15,10.87,10.68
