time,u100,v100,u10n,u10,v10n,v10,fg10,i10fg
2020-01-01 00:00,9.84,2.03,6.23,6.24,1.42,1.42,12.01,11.38
2020-01-01 01:00,9.31,1.82,5.84,5.86,1.22,1.23,11.42,10.93
2020-01-01 02:00,8.76,1.67,5.43,5.45,1.15,1.15,10.93,10.45
2020-01-01 03:00,8.46,1.44,5.24,5.26,1,1,10.45,9.64
2020-01-01 04:00,8.51,0.92,5.34,5.35,0.69,0.69,9.72,8.89
2020-01-01 05:00,8.41,0.5,5.2,5.22,0.47,0.48,8.89,7.93
2020-01-01 06:00,8.16,0.5,5.02,5.05,0.47,0.47,8.11,7.38
2020-01-01 07:00,7.86,0.64,4.75,4.79,0.55,0.55,9.62,9.23
2020-01-01 08:00,7.59,0.47,4.5,4.55,0.42,0.43,9.26,8.74
2020-01-01 09:00,7.22,0.59,4.27,4.32,0.53,0.53,8.74,8.12
2020-01-01 10:00,5.82,0.93,3.06,3.18,0.76,0.79,8.12,7.86
2020-01-01 11:00,5.83,2.18,2.94,3.07,1.43,1.49,7.86,7.27
2020-01-01 12:00,5.62,3.11,2.68,2.81,1.89,1.98,7.31,7.14
2020-01-01 13:00,5.9,3.51,3.01,3.1,2.14,2.21,7.14,6.73
2020-01-01 14:00,6.5,3.71,3.44,3.43,2.29,2.28,7.44,6.92
2020-01-01 15:00,8.59,3.57,5.95,5.91,2.45,2.43,9.12,10.53
2020-01-01 16:00,7.74,2.96,5.51,5.42,2.18,2.15,11.25,10.85
2020-01-01 17:00,6.67,3.14,4.85,4.73,2.38,2.32,10.88,10.68
2020-01-01 18:00,6.08,3.38,4.5,4.37,2.56,2.49,10.68,10.31
2020-01-01 19:00,5.85,3.54,4.29,4.18,2.67,2.6,10.47,10.15
2020-01-01 20:00,5.51,4.09,3.88,3.82,3,2.95,10.15,9.72
2020-01-01 21:00,4.42,4.16,2.7,2.72,2.74,2.77,9.72,7.6
2020-01-01 22:00,3,5.39,1.06,1.2,2.45,2.76,7.6,5.6
2020-01-01 23:00,2.8,6.78,0.76,0.86,2.85,3.23,5.84,5.88
2020-01-02 00:00,2.75,7.51,0.73,0.81,3.25,3.6,6.19,6.33
