time,u100,v100,u10n,u10,v10n,v10,fg10,i10fg
2021-01-01 00:00,-2.98,-2.6,-0.7,-1.04,-0.79,-1.2,3.21,3.17
2021-01-01 01:00,-4.41,-2.33,-1.33,-1.72,-0.84,-1.09,3.19,3.15
2021-01-01 02:00,-4.75,-1.62,-0.97,-1.65,-0.5,-0.85,4.22,4.48
2021-01-01 03:00,-5.2,-1.78,-1.4,-1.89,-0.83,-1.11,4.71,4.36
2021-01-01 04:00,-6.47,-2.67,-2.77,-2.97,-1.56,-1.67,4.5,4.75
2021-01-01 05:00,-6.62,-0.93,-2.66,-2.96,-0.54,-0.61,5.87,6.02
2021-01-01 06:00,-7.02,-0.35,-3,-3.28,-0.49,-0.54,6.08,5.78
2021-01-01 07:00,-6.65,-0.43,-2.71,-3,-0.5,-0.54,6.2,5.51
2021-01-01 08:00,-7.32,-1.77,-3.42,-3.58,-1.37,-1.43,6.7,7.06
2021-01-01 09:00,-7.45,-1.79,-3.75,-3.86,-1.12,-1.16,7.65,7.17
2021-01-01 10:00,-7.34,0.04,-4.07,-4.13,-0.25,-0.25,7.18,6.68
2021-01-01 11:00,-7.83,-0.51,-4.21,-4.24,-0.63,-0.64,7.48,7.63
2021-01-01 12:00,-9,-0.48,-4.77,-4.81,-0.58,-0.59,8.24,8.31
2021-01-01 13:00,-8.34,0.9,-4.51,-4.58,0.24,0.25,8.41,8.5
2021-01-01 14:00,-8.74,1.08,-4.77,-4.82,0.24,0.24,9.89,10.08
2021-01-01 15:00,-9.53,1.07,-5.37,-5.41,0.06,0.06,10.82,10.98
2021-01-01 16:00,-6.68,3.64,-3.75,-3.78,1.68,1.7,11.08,8.25
2021-01-01 17:00,-8.9,1.85,-4.96,-5.03,0.73,0.75,11.85,13.24
2021-01-01 18:00,-8.74,4.23,-5.22,-5.3,2.21,2.24,17.15,17.11
2021-01-01 19:00,-7.92,6.33,-5.13,-5.21,3.83,3.89,15.87,11.86
2021-01-01 20:00,-5.81,8.04,-3.98,-4.05,5.1,5.19,12.25,12.26
2021-01-01 21:00,-4.15,8.89,-2.81,-2.88,5.56,5.7,12.41,12
2021-01-01 22:00,-3.93,6.58,-2.75,-2.86,4.01,4.18,12,11.28
2021-01-01 23:00,-3.96,7.77,-2.59,-2.72,3.93,4.12,11.29,10.23
2021-01-02 00:00,-2.97,9.14,-2.03,-2.14,4.33,4.56,10.37,9.96
2021-01-02 01:00,-0.9,9.23,-0.84,-0.91,4.02,4.37,11.07,12.18
2021-01-02 02:00,1.67,8.67,0.63,0.75,3.69,4.05,15.48,15.11
2021-01-02 03:00,8.77,4.62,4.41,4.59,2.47,2.57,15.11,12.68
2021-01-02 04:00,9.99,1.3,5.55,5.68,0.96,0.98,14.1,14.34
2021-01-02 05:00,9.56,3.07,5.34,5.46,1.84,1.88,14.46,13.99
2021-01-02 06:00,9.97,3.57,5.71,5.81,2.23,2.27,13.99,12.78
2021-01-02 07:00,9.33,3.72,5.42,5.51,2.4,2.44,11.78,11.52
2021-01-02 08:00,9.09,3.63,5.34,5.41,2.32,2.35,11.55,11.35
2021-01-02 09:00,8.9,2.92,5.19,5.26,1.87,1.9,11.35,10.68
2021-01-02 10:00,6.74,1.3,3.86,3.93,0.84,0.86,10.68,10.05
2021-01-02 11:00,6.55,1.5,3.84,3.89,0.99,1,10.05,9.23
2021-01-02 12:00,6.42,1.26,3.75,3.78,0.85,0.86,9.23,8.59
2021-01-02 13:00,5.87,0.68,3.5,3.54,0.53,0.53,8.59,7.4
2021-01-02 14:00,5.32,0.37,3.35,3.34,0.31,0.31,7.4,6.48
2021-01-02 15:00,3.79,-0.88,2.67,2.61,-0.54,-0.53,6.48,5.56
2021-01-02 16:00,2.45,-0.96,1.98,1.85,-0.8,-0.74,5.72,4.8
2021-01-02 17:00,1.51,-0.99,1.34,1.18,-0.89,-0.79,4.8,3.94
2021-01-02 18:00,0.82,-0.95,0.82,0.67,-0.91,-0.76,3.94,2.98
2021-01-02 19:00,0.43,0.01,0.5,0.37,-0.06,-0.01,3.28,2.6
2021-01-02 20:00,0.14,0.78,0.15,0.13,0.73,0.58,2.6,2.35
2021-01-02 21:00,-0.63,0.36,-0.58,-0.5,0.19,0.18,2.45,2.01
2021-01-02 22:00,-1.77,0.98,-1.18,-1.21,0.32,0.33,2.1,1.93
2021-01-02 23:00,-2.8,0.23,-1.17,-1.33,-0.13,-0.16,2.67,2.9
2021-01-03 00:00,-3.27,0.08,-1.28,-1.47,-0.32,-0.36,3.61,3.7
2021-01-03 01:00,-4.16,-0.15,-1.9,-2.01,-0.45,-0.47,3.85,3.86
2021-01-03 02:00,-4.82,0.1,-2.2,-2.33,-0.28,-0.3,3.96,3.86
2021-01-03 03:00,-4.74,0.48,-2.01,-2.19,-0.25,-0.28,3.89,3.97
2021-01-03 04:00,-4.66,0.42,-1.94,-2.12,-0.25,-0.27,4.05,3.5
2021-01-03 05:00,-4.48,0.85,-1.79,-2.01,-0.09,-0.1,6.24,6.97
2021-01-03 06:00,-4.61,1.31,-1.99,-2.19,0.14,0.16,8.52,3.75
2021-01-03 07:00,-4,1.99,-1.52,-1.79,0.4,0.49,5.71,3.37
2021-01-03 08:00,-2.99,2.13,-0.96,-1.26,0.35,0.48,3.48,2.32
2021-01-03 09:00,-0.86,1.13,-0.09,0.01,-0.01,0.09,2.36,1.13
2021-01-03 10:00,1.05,0.19,0.38,0.56,-0.13,-0.27,1.9,1.93
2021-01-03 11:00,2.73,0.46,0.91,1.13,0.1,0.13,2.93,3.21
2021-01-03 12:00,4.01,0.5,1.57,1.77,0.23,0.26,4.27,4.58
2021-01-03 13:00,5.3,0.49,2.52,2.66,0.34,0.36,5.54,5.64
2021-01-03 14:00,5.71,0.79,3.13,3.17,0.58,0.59,5.71,5.68
2021-01-03 15:00,5.41,0.75,3.64,3.59,0.6,0.59,5.87,5.96
2021-01-03 16:00,5.87,1.04,4.24,4.15,0.79,0.77,7.62,7.73
2021-01-03 17:00,6.99,1.24,5.11,5,0.91,0.89,9.71,10.11
2021-01-03 18:00,7.15,1.05,5.15,5.06,0.76,0.75,10.5,10.57
2021-01-03 19:00,6.97,0.78,5.02,4.93,0.55,0.54,10.28,9.89
2021-01-03 20:00,6.31,0.25,4.47,4.41,0.17,0.17,9.91,8.84
2021-01-03 21:00,5.45,0.06,3.77,3.74,0.08,0.08,8.84,7.53
2021-01-03 22:00,5.17,-0.24,3.34,3.34,-0.11,-0.11,7.53,6.18
2021-01-03 23:00,5.12,-0.03,3.27,3.28,0.09,0.09,6.19,5.71
2021-01-04 00:00,4.82,-0.02,2.93,2.95,0.08,0.08,5.71,5.39
2021-01-04 01:00,4.46,-0.4,2.68,2.71,-0.13,-0.13,5.39,4.92
2021-01-04 02:00,4.27,-0.57,2.52,2.54,-0.17,-0.17,4.92,4.27
2021-01-04 03:00,4.04,-0.64,2.23,2.29,-0.19,-0.2,4.28,3.89
2021-01-04 04:00,3.58,-0.63,1.87,1.95,-0.14,-0.15,3.89,3.39
2021-01-04 05:00,3.42,-0.27,1.73,1.82,0.09,0.09,3.39,3.05
2021-01-04 06:00,3.37,-0.27,1.67,1.77,0.04,0.05,3.1,3.06
2021-01-04 07:00,3.35,-0.29,1.73,1.81,0.07,0.08,3.32,3.28
2021-01-04 08:00,3.53,0.03,2.02,2.05,0.24,0.25,3.74,3.77
2021-01-04 09:00,3.47,-0.2,2.06,2.07,0.03,0.04,3.77,3.7
2021-01-04 10:00,3.35,-0.07,1.96,1.99,0.09,0.09,3.73,3.66
2021-01-04 11:00,3.42,-0.12,1.91,1.96,0.13,0.13,3.67,3.38
