time,u100,v100,u10n,u10,v10n,v10,fg10,i10fg
2019-01-01 00:00,2.04,6.55,0.75,0.77,3.1,3.18,9.5,10.06
2019-01-01 01:00,3.17,7.83,1.53,1.55,4.13,4.17,12.19,12.59
2019-01-01 02:00,4.1,9.34,2.17,2.19,5.46,5.49,13.92,14.24
2019-01-01 03:00,5.25,9.32,3.1,3.12,5.93,5.96,15.24,15.44
2019-01-01 04:00,5.79,9.19,3.48,3.5,5.86,5.9,16.06,16.16
2019-01-01 05:00,6.27,8.79,3.9,3.93,5.65,5.69,16.27,16.22
2019-01-01 06:00,6.73,8.06,4.22,4.25,5.28,5.31,16.22,15.89
2019-01-01 07:00,7.12,7.57,4.41,4.44,4.93,4.96,14.86,14.01
2019-01-01 08:00,7.74,7.54,4.68,4.71,4.85,4.88,14.33,14.39
2019-01-01 09:00,8.34,7.82,4.93,4.96,4.8,4.83,14.81,14.92
2019-01-01 10:00,9.52,6.57,5.49,5.53,3.97,4,14.99,14.44
2019-01-01 11:00,9.45,5.09,5.4,5.44,3.08,3.1,14.44,13.45
2019-01-01 12:00,9.46,3.55,5.33,5.38,2.05,2.07,13.65,11.77
2019-01-01 13:00,9.21,2.24,5.21,5.24,1.34,1.35,11.77,10.82
2019-01-01 14:00,9.05,0.5,5.22,5.23,0.38,0.39,10.94,10.9
2019-01-01 15:00,8.52,-0.11,4.93,4.93,0.07,0.07,10.97,10.49
2019-01-01 16:00,7.84,-0.68,4.73,4.71,-0.34,-0.34,10.5,9.09
2019-01-01 17:00,7.53,-1.72,4.88,4.85,-1.02,-1.02,9.21,8.62
2019-01-01 18:00,6.47,-2.14,4.29,4.26,-1.34,-1.33,8.62,7.7
2019-01-01 19:00,5.59,-2.22,3.7,3.67,-1.42,-1.41,10.11,8.82
2019-01-01 20:00,4.52,-2.26,2.8,2.79,-1.36,-1.35,8.82,5.85
2019-01-01 21:00,3.42,-3.23,1.8,1.83,-1.73,-1.76,5.85,4.27
2019-01-01 22:00,2.09,-4.95,0.94,0.98,-2.51,-2.6,4.9,5.04
2019-01-01 23:00,-0.27,-6.13,-0.05,-0.04,-3.05,-3.12,5.76,5.94
2019-01-02 00:00,-2.34,-5.85,-1.07,-1.08,-3.03,-3.07,6.47,6.64
2019-01-02 01:00,-2.83,-5.62,-1.38,-1.39,-3.02,-3.04,7.17,7.23
2019-01-02 02:00,-2.63,-5.28,-1.34,-1.35,-2.87,-2.89,7.24,6.91
2019-01-02 03:00,-2.59,-4.89,-1.3,-1.31,-2.62,-2.64,6.91,6.27
2019-01-02 04:00,-2.66,-4.18,-1.29,-1.31,-2.19,-2.23,6.27,5.47
2019-01-02 05:00,-2.8,-3.39,-1.32,-1.35,-1.73,-1.77,5.47,4.71
2019-01-02 06:00,-2.91,-2.84,-1.3,-1.35,-1.45,-1.5,4.72,4.1
2019-01-02 07:00,-3.13,-1.98,-1.4,-1.48,-0.92,-0.97,3.44,2.39
2019-01-02 08:00,-3.4,-1.18,-1.53,-1.62,-0.59,-0.62,2.39,2.3
2019-01-02 09:00,-3.58,-1.69,-1.51,-1.59,-1.14,-1.2,2.66,2.73
2019-01-02 10:00,-3.44,-0.96,-1.47,-1.52,-0.65,-0.68,2.97,3.03
2019-01-02 11:00,-3.39,-0.85,-1.54,-1.57,-0.67,-0.68,3.34,3.37
2019-01-02 12:00,-3.58,-0.51,-1.64,-1.68,-0.48,-0.5,3.43,3.43
2019-01-02 13:00,-3.67,0.17,-1.77,-1.78,-0.06,-0.07,3.62,3.71
2019-01-02 14:00,-3.19,0.83,-1.94,-1.92,0.49,0.48,4.08,4.27
2019-01-02 15:00,-2.9,0.89,-1.99,-1.95,0.55,0.54,5.7,5.88
2019-01-02 16:00,-3.03,1.34,-2.1,-2.06,0.91,0.89,6.04,6.05
2019-01-02 17:00,-2.46,1.33,-1.72,-1.68,0.94,0.92,6.35,6.35
2019-01-02 18:00,-2.24,1.57,-1.59,-1.55,1.1,1.08,6.35,6.13
2019-01-02 19:00,-2.3,1.54,-1.63,-1.6,1.01,1,5.48,5.07
2019-01-02 20:00,-2.54,1.48,-1.79,-1.76,1.01,0.99,5.24,5.3
2019-01-02 21:00,-3.01,2.19,-1.99,-1.99,1.41,1.41,5.65,5.49
2019-01-02 22:00,-3.21,2.38,-1.91,-1.92,1.3,1.3,5.49,5.4
