time,u100,v100,u10n,u10,v10n,v10,fg10,i10fg
2016-01-01 00:00,-2.69,-0.05,-1.5,-1.53,-0.25,-0.26,2.96,2.67
2016-01-01 01:00,-2.68,-0.22,-1.49,-1.52,-0.33,-0.34,2.88,2.92
2016-01-01 02:00,-2.94,-0.07,-1.62,-1.66,-0.23,-0.23,3,2.91
2016-01-01 03:00,-2.85,0.43,-1.4,-1.48,0.03,0.04,3.05,2.53
2016-01-01 04:00,-2.47,0.05,-1.11,-1.32,-0.17,-0.16,2.74,2.63
2016-01-01 05:00,-1.83,-1.45,-0.85,-0.87,-0.91,-0.96,4.01,4.3
2016-01-01 06:00,-1.15,-4.1,-0.44,-0.45,-2.34,-2.35,5.3,5.56
2016-01-01 07:00,-1.32,-5.62,-0.54,-0.55,-3.18,-3.2,6.58,6.7
2016-01-01 08:00,-1.35,-5.66,-0.59,-0.59,-3.16,-3.2,7.24,6.87
2016-01-01 09:00,-1.5,-4.68,-0.75,-0.77,-2.54,-2.6,6.91,5.67
2016-01-01 10:00,-0.64,-3.26,-0.33,-0.34,-1.93,-1.99,5.67,4.77
2016-01-01 11:00,-0.51,-2.68,-0.26,-0.28,-1.53,-1.6,4.78,3.45
2016-01-01 12:00,-0.81,-1.96,-0.34,-0.42,-0.91,-1.05,3.45,3.13
2016-01-01 13:00,-0.05,-1.63,0.08,0.07,-1.1,-1.1,3.13,3
2016-01-01 14:00,0.71,-1.24,0.62,0.56,-0.78,-0.7,3.12,2.95
2016-01-01 15:00,1.6,-0.9,1.22,1.14,-0.63,-0.59,3.2,3.3
2016-01-01 16:00,2.69,-0.69,1.99,1.91,-0.5,-0.48,4.3,4.56
2016-01-01 17:00,3.1,-0.31,2.27,2.19,-0.2,-0.19,5.68,5.88
2016-01-01 18:00,3.54,-0.02,2.52,2.46,0.01,0.01,6.39,6.55
2016-01-01 19:00,4.14,-0.22,2.88,2.83,-0.13,-0.13,7.02,7.07
2016-01-01 20:00,4.53,-0.57,3.09,3.05,-0.37,-0.37,7.07,6.91
2016-01-01 21:00,4.48,-0.61,2.78,2.76,-0.32,-0.32,6.91,5.34
2016-01-01 22:00,4.43,0.21,2.63,2.63,0.13,0.13,5.34,4.72
2016-01-01 23:00,4.84,0.65,2.68,2.68,0.57,0.57,4.9,5
2016-01-02 00:00,5.54,0.14,3.05,3.06,0.19,0.19,5.35,5.44
2016-01-02 01:00,6.03,-1.38,3.25,3.28,-0.63,-0.64,5.46,5.39
2016-01-02 02:00,5.76,-2.19,3.08,3.11,-1.02,-1.03,5.39,5
2016-01-02 03:00,5.34,-2.65,2.8,2.84,-1.18,-1.19,5,4.68
2016-01-02 04:00,4.84,-2.97,2.51,2.56,-1.27,-1.29,4.68,4.57
2016-01-02 05:00,4.68,-2.39,2.4,2.46,-0.86,-0.88,4.57,4.32
2016-01-02 06:00,4.67,-1.68,2.32,2.39,-0.44,-0.46,4.33,3.96
2016-01-02 07:00,4.92,-1.26,2.4,2.48,-0.23,-0.24,4.24,3.94
2016-01-02 08:00,5.08,-1.18,2.46,2.52,-0.32,-0.33,4.05,4.05
2016-01-02 09:00,4.99,-1.21,2.42,2.47,-0.34,-0.35,4.09,3.91
2016-01-02 10:00,4.67,-0.61,2.33,2.38,0.01,0.01,3.91,3.59
2016-01-02 11:00,4.73,-0.33,2.3,2.35,0.25,0.26,3.59,3.28
2016-01-02 12:00,4.42,0.5,2.07,2.13,0.74,0.76,3.28,3
2016-01-02 13:00,4.69,1.05,2.28,2.27,0.84,0.83,3.09,3.27
2016-01-02 14:00,3.48,1.26,1.74,1.67,0.87,0.84,4.05,4.16
2016-01-02 15:00,2.5,1.55,1.69,1.62,1.2,1.15,4.87,5.17
