time,u100,v100,u10n,u10,v10n,v10,fg10,i10fg
2017-01-01 00:00,4.17,7.97,2.12,2.13,4.56,4.56,11.49,11.23
2017-01-01 01:00,4.28,8.1,2.1,2.11,4.57,4.59,11.23,10.39
2017-01-01 02:00,5.53,7.75,2.86,2.87,4.42,4.44,10.42,10.38
2017-01-01 03:00,6.3,7.39,3.31,3.32,4.23,4.25,10.5,10.49
2017-01-01 04:00,6.74,6.97,3.56,3.57,3.98,3.99,10.57,10.37
2017-01-01 05:00,7.18,6.18,3.77,3.79,3.53,3.55,10.38,10.27
2017-01-01 06:00,7.13,5.11,3.76,3.78,2.95,2.97,10.31,10.17
2017-01-01 07:00,7.26,4.24,3.81,3.83,2.48,2.49,10,9.6
2017-01-01 08:00,6.99,4.31,3.67,3.69,2.51,2.52,9.6,9.17
2017-01-01 09:00,6.6,3.9,3.5,3.51,2.27,2.28,9.17,8.47
2017-01-01 10:00,6.39,4,3.35,3.36,2.31,2.32,8.47,7.58
2017-01-01 11:00,6.13,4.03,2.95,2.97,2.34,2.36,7.58,6.6
2017-01-01 12:00,5.87,4.46,2.75,2.77,2.52,2.54,6.6,5.51
2017-01-01 13:00,5.95,4.53,2.92,2.93,2.37,2.38,5.51,5.16
2017-01-01 14:00,5.02,3.15,2.55,2.51,1.53,1.5,5.28,5.32
2017-01-01 15:00,3.43,1.84,2.27,2.21,1.2,1.17,5.6,5.64
2017-01-01 16:00,2.41,1.4,1.66,1.6,0.97,0.93,5.73,5.26
2017-01-01 17:00,1.59,0.69,1.18,1.1,0.47,0.44,5.26,4.16
2017-01-01 18:00,0.86,0.16,0.66,0.59,0.12,0.11,4.16,2.97
2017-01-01 19:00,0.21,-0.07,0.15,0.11,-0.02,-0.02,3.19,2.6
2017-01-01 20:00,-0.69,-0.26,-0.55,-0.51,-0.16,-0.15,2.62,2.47
2017-01-01 21:00,-2.57,0.04,-1.47,-1.56,-0.08,-0.08,2.78,2.92
2017-01-01 22:00,-4.94,-0.09,-2.53,-2.63,-0.16,-0.16,3.56,3.74
2017-01-01 23:00,-5.79,0.5,-2.88,-2.94,0.08,0.08,4.96,5.09
2017-01-02 00:00,-5.12,0.76,-2.58,-2.62,0.15,0.15,5.51,5.53
2017-01-02 01:00,-5.67,0.94,-3,-3.02,0.19,0.19,5.92,5.92
2017-01-02 02:00,-5.56,1.28,-3,-3.01,0.36,0.36,5.96,5.78
2017-01-02 03:00,-5.24,1.27,-2.87,-2.87,0.41,0.41,5.8,5.35
2017-01-02 04:00,-4.95,1.46,-2.67,-2.68,0.51,0.51,5.36,5.32
2017-01-02 05:00,-5.17,1.59,-2.73,-2.75,0.56,0.57,5.82,5.82
2017-01-02 06:00,-4.88,1.32,-2.49,-2.53,0.28,0.28,5.94,5.49
2017-01-02 07:00,-4.75,0.38,-2.29,-2.35,-0.39,-0.39,5.05,4.83
2017-01-02 08:00,-4.8,-0.16,-2.26,-2.29,-0.7,-0.71,5.02,4.97
2017-01-02 09:00,-4.86,-0.65,-2.26,-2.29,-0.89,-0.9,4.97,4.62
2017-01-02 10:00,-4.57,-1.49,-2,-1.97,-1.79,-1.76,4.63,4.28
2017-01-02 11:00,-4.25,-2.98,-1.73,-1.7,-2.41,-2.38,4.45,4.46
2017-01-02 12:00,-4.63,-3.24,-2.13,-2.11,-2.39,-2.36,4.97,5.15
2017-01-02 13:00,-5.31,-4.32,-2.73,-2.72,-2.93,-2.91,5.58,5.58
2017-01-02 14:00,-5.16,-4.06,-2.72,-2.7,-2.74,-2.72,5.6,4.82
2017-01-02 15:00,-3.76,-3.36,-2.03,-2,-2.35,-2.32,4.82,4.27
2017-01-02 16:00,-2.81,-4.04,-1.28,-1.26,-2.55,-2.52,4.61,4.67
